bonum,0.01597119441032005
vobis,0.02384786691668307
etiam,0.022727272727272728
iuvat,0.02384786691668307
inquit,0.011363636363636364
memoria,0.011363636363636364
utilitatis,0.02384786691668307
adipiscing,0.011363636363636364
est,0.03409090909090909
legerint,0.02384786691668307
quid,0.045454545454545456
neglegi,0.01597119441032005
lorem,0.011363636363636364
repugnet,0.02384786691668307
tollerem,0.02384786691668307
id,0.0319423888206401
modo,0.011363636363636364
fama,0.02384786691668307
malorum,0.01597119441032005
oratio,0.01597119441032005
in,0.022727272727272728
ista,0.01597119441032005
primum,0.01597119441032005
populari,0.02384786691668307
eo,0.01597119441032005
potestate,0.01597119441032005
an,0.01597119441032005
igitur,0.011363636363636364
iucunda,0.02384786691668307
at,0.011363636363636364
refert,0.02384786691668307
reges,0.011363636363636364
voluptas,0.02384786691668307
ipsum,0.022727272727272728
platonis,0.02384786691668307
interrete,0.011363636363636364
elit,0.011363636363636364
hoc,0.011363636363636364
meminerimus,0.02384786691668307
qui,0.011363636363636364
causa,0.01597119441032005
dicitur,0.01597119441032005
quo,0.01597119441032005
honesta,0.02384786691668307
nihil,0.011363636363636364
dolor,0.011363636363636364
iis,0.02384786691668307
quidem,0.022727272727272728
praeteritorum,0.02384786691668307
sed,0.011363636363636364
iam,0.011363636363636364
absurdum,0.01597119441032005
collatio,0.02384786691668307
si,0.022727272727272728
tamen,0.011363636363636364
existimare,0.02384786691668307
malum,0.011363636363636364
sit,0.011363636363636364
a,0.011363636363636364
nisi,0.01597119441032005
nostrane,0.02384786691668307
quaesita,0.02384786691668307
amicitia,0.01597119441032005
sequatur,0.02384786691668307
vident,0.02384786691668307
m,0.01597119441032005
constructio,0.011363636363636364
relinquo,0.02384786691668307
te,0.011363636363636364
amet,0.011363636363636364
socratica,0.02384786691668307
maximum,0.01597119441032005
quamquam,0.02384786691668307
summum,0.01597119441032005
consectetur,0.011363636363636364
licebit,0.01597119441032005
duo,0.011363636363636364